ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE
admin,Millennials (25-40),Female,Caucasian,Entry-level,Early career,starter,None,Bachelor's degree,Proficient,Intermediate,Auditory,Advanced,Competitive,Cooperative,Urban,Advanced,Positive,Medium,Interest,Ambivert,Skill development
learner,Generation Z (18-24),Male,Caucasian,Entry-level,Early career,Accelerator,None,Some college,Proficient,Intermediate,Kinesthetic,Advanced,Independent,Cooperative,Suburban,Intermediate,Positive,High,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Female,Caucasian,Mid-level,Early career,Expert,None,Bachelor's degree,Fluent,Basic,Visual,Intermediate,Supportive,Both,Urban,Advanced,Positive,High,Resources,Introverted,Skill development
learner,Baby Boomers (55-75),Female,Asian,Mid-level,Early career,Builder,Physical,Master's degree,Fluent,Advanced,Visual,Intermediate,Collaborative,Neither,Suburban,Intermediate,Negative,High,Resources,Ambivert,Career advancement
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Late career,starter,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Supportive,Competitive,Suburban,Advanced,Positive,High,Time,Introverted,Career advancement
learner,Millennials (25-40),Male,Caucasian,Entry-level,Retirement,Expert,None,Bachelor's degree,Fluent,Intermediate,Auditory,Intermediate,Supportive,Cooperative,Urban,Basic,Neutral,Low,Time,Extroverted,Skill development
admin,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Mid-career,Accelerator,None,Master's degree,Fluent,Basic,Reading/Writing,Basic,Collaborative,Cooperative,Urban,Advanced,Positive,Low,Accessibility,Extroverted,Skill development
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Accelerator,Mental,Bachelor's degree,Proficient,Basic,Kinesthetic,Intermediate,Competitive,Competitive,Suburban,Intermediate,Positive,High,Time,Extroverted,Personal interest
learner,Millennials (25-40),Male,African American,Senior-level,Late career,Expert,None,Bachelor's degree,Proficient,Intermediate,Reading/Writing,None,Independent,Neither,Urban,Intermediate,Positive,Medium,Accessibility,Ambivert,Skill development
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Retirement,Builder,None,Bachelor's degree,Fluent,Advanced,Visual,Basic,Collaborative,Competitive,Urban,Basic,Negative,Medium,Interest,Extroverted,Personal interest
admin,Millennials (25-40),Other,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,None,Reading/Writing,None,Collaborative,Neither,Rural,Advanced,Positive,High,Accessibility,Ambivert,Career advancement
learner,Millennials (25-40),Female,Hispanic/Latino,Senior-level,Mid-career,Builder,None,Doctoral degree,Fluent,Advanced,Kinesthetic,Basic,Competitive,Both,Urban,Basic,Neutral,Medium,Resources,Ambivert,Career advancement
learner,Millennials (25-40),Female,Hispanic/Latino,Entry-level,Mid-career,starter,Other,Bachelor's degree,Proficient,None,Auditory,Intermediate,Competitive,Competitive,Rural,Advanced,Neutral,High,Interest,Ambivert,Skill development
learner,Millennials (25-40),Female,Caucasian,Entry-level,Late career,starter,Other,High school or below,Fluent,Intermediate,Kinesthetic,Basic,Collaborative,Competitive,Suburban,Advanced,Positive,Medium,Interest,Extroverted,Requirement
learner,Generation X (40-55),Female,Asian,Entry-level,Mid-career,Accelerator,None,Some college,Proficient,Intermediate,Visual,Intermediate,Independent,Both,Urban,Intermediate,Positive,Medium,Resources,Ambivert,Skill development
learner,Millennials (25-40),Female,Hispanic/Latino,Mid-level,Mid-career,Builder,None,Bachelor's degree,Proficient,None,Auditory,Basic,Collaborative,Both,Urban,Advanced,Neutral,Medium,Time,Extroverted,Career advancement
learner,Millennials (25-40),Other,African American,Senior-level,Late career,starter,None,Bachelor's degree,Proficient,Intermediate,Auditory,Basic,Competitive,Competitive,Rural,Advanced,Neutral,High,Resources,Introverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Basic,Visual,Intermediate,Collaborative,Both,Urban,Intermediate,Neutral,High,Time,Introverted,Skill development
admin,Generation X (40-55),Male,African American,Entry-level,Mid-career,starter,Mental,Bachelor's degree,Fluent,Basic,Auditory,Intermediate,Competitive,Cooperative,Urban,Intermediate,Neutral,High,Resources,Extroverted,Personal interest
learner,Generation X (40-55),Other,Asian,Senior-level,Late career,Accelerator,Physical,Some college,Proficient,Advanced,Auditory,Intermediate,Supportive,Cooperative,Suburban,Intermediate,Neutral,High,Resources,Introverted,Requirement
learner,Generation X (40-55),Female,Hispanic/Latino,Executive,Mid-career,starter,None,Bachelor's degree,Proficient,None,Auditory,Intermediate,Supportive,Neither,Rural,Intermediate,Positive,High,Accessibility,Extroverted,Career advancement
learner,Millennials (25-40),Other,Caucasian,Entry-level,Retirement,starter,Mental,Bachelor's degree,Fluent,Intermediate,Auditory,Intermediate,Supportive,Both,Suburban,Intermediate,Positive,Medium,Interest,Extroverted,Personal interest
learner,Generation X (40-55),Other,Caucasian,Entry-level,Early career,starter,None,Bachelor's degree,Basic,Intermediate,Reading/Writing,Advanced,Competitive,Both,Urban,None,Negative,High,Time,Introverted,Career advancement
learner,Millennials (25-40),Female,African American,Entry-level,Retirement,starter,Mental,Bachelor's degree,Proficient,Advanced,Kinesthetic,Intermediate,Supportive,Cooperative,Suburban,Advanced,Neutral,High,Resources,Ambivert,Skill development
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Mid-career,Builder,Mental,Master's degree,Proficient,Advanced,Visual,Intermediate,Supportive,Both,Urban,Advanced,Positive,Low,Resources,Extroverted,Skill development
learner,Millennials (25-40),Male,African American,Mid-level,Early career,starter,None,Bachelor's degree,Fluent,Basic,Visual,Intermediate,Collaborative,Both,Suburban,Intermediate,Positive,Medium,Interest,Introverted,Skill development
learner,Generation Z (18-24),Other,Other,Entry-level,Mid-career,starter,None,High school or below,Fluent,Intermediate,Auditory,Intermediate,Supportive,Neither,Urban,None,Positive,High,Interest,Introverted,Skill development
learner,Generation X (40-55),Female,Asian,Mid-level,Early career,starter,None,Bachelor's degree,Fluent,Advanced,Visual,Intermediate,Supportive,Both,Urban,Intermediate,Neutral,High,Resources,Extroverted,Skill development
learner,Generation X (40-55),Female,Asian,Entry-level,Mid-career,Accelerator,None,Bachelor's degree,Fluent,Advanced,Auditory,Basic,Collaborative,Cooperative,Suburban,Intermediate,Positive,High,Time,Introverted,Personal interest
learner,Generation Z (18-24),Male,Caucasian,Senior-level,Mid-career,Expert,Other,Master's degree,Basic,Intermediate,Visual,Intermediate,Competitive,Competitive,Urban,Intermediate,Neutral,Low,Interest,Extroverted,Personal interest
learner,Generation X (40-55),Male,Hispanic/Latino,Entry-level,Late career,starter,Physical,Bachelor's degree,Fluent,Intermediate,Reading/Writing,None,Competitive,Competitive,Suburban,Advanced,Positive,Medium,Resources,Ambivert,Career advancement
learner,Baby Boomers (55-75),Male,African American,Mid-level,Late career,starter,None,Doctoral degree,Fluent,Advanced,Kinesthetic,Advanced,Competitive,Both,Suburban,Advanced,Positive,High,Time,Introverted,Skill development
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Builder,Physical,High school or below,Proficient,Advanced,Auditory,Intermediate,Supportive,Both,Suburban,Intermediate,Positive,Medium,Resources,Ambivert,Skill development
learner,Generation Z (18-24),Male,Hispanic/Latino,Entry-level,Early career,starter,Mental,Doctoral degree,Fluent,None,Kinesthetic,Intermediate,Supportive,Competitive,Urban,Advanced,Neutral,Medium,Accessibility,Introverted,Skill development
learner,Millennials (25-40),Male,Asian,Senior-level,Early career,starter,Mental,Bachelor's degree,Fluent,Advanced,Kinesthetic,Intermediate,Supportive,Both,Urban,Advanced,Neutral,High,Resources,Introverted,Career advancement
admin,Millennials (25-40),Male,Caucasian,Executive,Late career,Expert,Other,Bachelor's degree,Proficient,Advanced,Visual,Intermediate,Collaborative,Cooperative,Suburban,Intermediate,Positive,Medium,Resources,Introverted,Career advancement
learner,Generation X (40-55),Female,Hispanic/Latino,Executive,Mid-career,Accelerator,None,Some college,Proficient,Basic,Reading/Writing,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Positive,High,Accessibility,Ambivert,Skill development
learner,Millennials (25-40),Other,Caucasian,Entry-level,Early career,starter,Mental,Some college,Fluent,Intermediate,Reading/Writing,Advanced,Competitive,Cooperative,Urban,Intermediate,Positive,Medium,Resources,Ambivert,Skill development
learner,Generation X (40-55),Male,African American,Entry-level,Mid-career,starter,Mental,Some college,Fluent,Intermediate,Reading/Writing,None,Supportive,Competitive,Urban,Intermediate,Positive,High,Resources,Introverted,Career advancement
learner,Millennials (25-40),Male,African American,Senior-level,Mid-career,starter,Other,Bachelor's degree,Fluent,None,Kinesthetic,Advanced,Collaborative,Competitive,Urban,Advanced,Neutral,Low,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Male,Asian,Entry-level,Late career,starter,None,Master's degree,Proficient,Intermediate,Auditory,Intermediate,Supportive,Competitive,Urban,Intermediate,Neutral,Medium,Time,Ambivert,Requirement
learner,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Early career,Accelerator,None,Master's degree,Fluent,Advanced,Auditory,Advanced,Collaborative,Cooperative,Rural,Advanced,Positive,High,Accessibility,Extroverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Senior-level,Late career,Accelerator,None,Doctoral degree,Basic,Intermediate,Auditory,Advanced,Independent,Both,Urban,Intermediate,Negative,Low,Time,Extroverted,Requirement
admin,Generation X (40-55),Female,Asian,Mid-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Competitive,Competitive,Urban,Advanced,Neutral,Medium,Resources,Ambivert,Personal interest
learner,Generation Z (18-24),Male,Caucasian,Mid-level,Mid-career,Builder,None,Some college,Proficient,Intermediate,Kinesthetic,Intermediate,Collaborative,Neither,Suburban,Basic,Positive,High,Interest,Extroverted,Personal interest
learner,Generation X (40-55),Other,Other,Entry-level,Mid-career,Builder,None,High school or below,Fluent,Advanced,Visual,Intermediate,Collaborative,Competitive,Urban,Intermediate,Neutral,High,Time,Extroverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Entry-level,Late career,Builder,Physical,Bachelor's degree,Basic,None,Reading/Writing,Advanced,Collaborative,Both,Rural,Intermediate,Neutral,High,Time,Introverted,Career advancement
admin,Generation X (40-55),Other,Caucasian,Entry-level,Late career,starter,Other,Some college,Fluent,Intermediate,Auditory,Intermediate,Collaborative,Both,Suburban,Advanced,Positive,High,Resources,Ambivert,Requirement
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Auditory,None,Collaborative,Competitive,Rural,Intermediate,Neutral,High,Resources,Ambivert,Career advancement
learner,Generation Z (18-24),Female,Caucasian,Entry-level,Retirement,Accelerator,Other,Bachelor's degree,Basic,Advanced,Reading/Writing,Advanced,Collaborative,Competitive,Urban,Basic,Positive,High,Interest,Introverted,Requirement
learner,Generation Z (18-24),Male,Asian,Senior-level,Mid-career,Builder,Mental,Master's degree,Fluent,Basic,Visual,Basic,Supportive,Both,Suburban,Advanced,Positive,High,Accessibility,Extroverted,Career advancement
admin,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,None,Kinesthetic,Advanced,Supportive,Cooperative,Suburban,Advanced,Negative,Medium,Accessibility,Extroverted,Career advancement
learner,Generation X (40-55),Male,Other,Executive,Retirement,Expert,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Advanced,Supportive,Both,Urban,Basic,Neutral,High,Accessibility,Extroverted,Requirement
learner,Millennials (25-40),Female,Hispanic/Latino,Senior-level,Mid-career,Builder,Other,Bachelor's degree,Fluent,Intermediate,Visual,Advanced,Collaborative,Both,Urban,Intermediate,Neutral,High,Resources,Introverted,Skill development
learner,Generation Z (18-24),Female,Caucasian,Entry-level,Early career,Builder,None,High school or below,Fluent,Intermediate,Auditory,Basic,Independent,Cooperative,Urban,Intermediate,Neutral,High,Accessibility,Ambivert,Personal interest
learner,Baby Boomers (55-75),Female,Caucasian,Entry-level,Late career,Builder,None,Master's degree,Fluent,Intermediate,Auditory,Intermediate,Competitive,Competitive,Rural,Advanced,Positive,Medium,Accessibility,Ambivert,Skill development
admin,Millennials (25-40),Female,Caucasian,Senior-level,Mid-career,starter,None,Bachelor's degree,Fluent,Intermediate,Visual,Basic,Supportive,Both,Urban,Advanced,Positive,Medium,Interest,Extroverted,Skill development
learner,Generation X (40-55),Male,Caucasian,Entry-level,Retirement,starter,None,Bachelor's degree,Basic,Advanced,Reading/Writing,Advanced,Collaborative,Cooperative,Suburban,Advanced,Negative,High,Time,Extroverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Mid-level,Late career,Expert,None,Doctoral degree,Fluent,Intermediate,Visual,Advanced,Supportive,Cooperative,Urban,Advanced,Positive,High,Accessibility,Introverted,Personal interest
admin,Millennials (25-40),Other,Caucasian,Mid-level,Mid-career,starter,None,Bachelor's degree,Basic,Basic,Kinesthetic,Advanced,Supportive,Cooperative,Urban,Advanced,Positive,Medium,Accessibility,Introverted,Skill development
learner,Generation X (40-55),Male,Asian,Entry-level,Mid-career,Builder,None,Bachelor's degree,None,Intermediate,Visual,Intermediate,Collaborative,Both,Urban,None,Positive,Low,Resources,Introverted,Personal interest
admin,Millennials (25-40),Other,Caucasian,Entry-level,Mid-career,Accelerator,Mental,Doctoral degree,Basic,Basic,Kinesthetic,Basic,Supportive,Both,Suburban,Advanced,Positive,High,Accessibility,Extroverted,Career advancement
learner,Millennials (25-40),Female,Caucasian,Senior-level,Mid-career,Accelerator,None,High school or below,Proficient,None,Kinesthetic,Basic,Collaborative,Both,Urban,Advanced,Positive,Medium,Time,Introverted,Requirement
learner,Generation X (40-55),Female,Other,Entry-level,Mid-career,Accelerator,Mental,Master's degree,Fluent,Advanced,Kinesthetic,Intermediate,Supportive,Neither,Urban,Advanced,Positive,High,Time,Introverted,Career advancement
learner,Millennials (25-40),Other,Asian,Senior-level,Late career,Accelerator,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,None,Supportive,Both,Urban,Intermediate,Positive,Medium,Resources,Extroverted,Skill development
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Builder,Other,Bachelor's degree,Basic,Intermediate,Kinesthetic,Intermediate,Collaborative,Both,Suburban,Intermediate,Neutral,Medium,Interest,Extroverted,Personal interest
learner,Generation Z (18-24),Female,Caucasian,Entry-level,Mid-career,Builder,Physical,Master's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Collaborative,Competitive,Urban,Advanced,Neutral,Low,Resources,Introverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,starter,None,Doctoral degree,Fluent,Advanced,Reading/Writing,Advanced,Supportive,Competitive,Urban,Intermediate,Neutral,Medium,Time,Introverted,Personal interest
learner,Generation X (40-55),Male,African American,Entry-level,Mid-career,Builder,None,Bachelor's degree,Fluent,Advanced,Auditory,Intermediate,Collaborative,Both,Rural,Advanced,Neutral,Medium,Time,Extroverted,Personal interest
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,starter,None,Master's degree,Fluent,Advanced,Visual,Advanced,Competitive,Both,Suburban,Advanced,Neutral,Medium,Interest,Extroverted,Career advancement
